poi_id,aoi_id,poi_geo,aoi_geo,poi_lat,poi_lng,aoi_lat,aoi_lng
2889785,295621,wwgqd13y,wwgqd4mt,39.119349,117.160624,39.12455,117.165991
2889785,187486,wwgqd13y,wwgqdkmw,39.119349,117.160624,39.135769,117.177064
2889785,77042,wwgqd13y,wwgqdc3t,39.119349,117.160624,39.119208,117.193407
2889785,186590,wwgqd13y,wwgqd3ec,39.119349,117.160624,39.119882,117.174394
2889785,385695,wwgqd13y,wwgqd34d,39.119349,117.160624,39.117166,117.172897
2889785,166394,wwgqd13y,wwgqd9fj,39.119349,117.160624,39.121874,117.183055
2889785,253409,wwgqd13y,wwgq9bg6,39.119349,117.160624,39.115905,117.151748
2889785,388699,wwgqd13y,wwgqd0hp,39.119349,117.160624,39.112533,117.164014
2889785,104572,wwgqd13y,wwgq98yp,39.119349,117.160624,39.116798,117.144549
2889785,136354,wwgqd13y,wwgq99um,39.119349,117.160624,39.121937,117.142256
2889785,26490,wwgqd13y,wwgqd06k,39.119349,117.160624,39.113522,117.161491
2889785,158524,wwgqd13y,wwgqd049,39.119349,117.160624,39.111595,117.161912
2889785,373240,wwgqd13y,wwgqd334,39.119349,117.160624,39.118666,117.170762
2889785,360519,wwgqd13y,wwgqdsm3,39.119349,117.160624,39.134937,117.187516
2889785,196397,wwgqd13y,wwgq9f34,39.119349,117.160624,39.124043,117.148629
2889785,50369,wwgqd13y,wwgqd6k9,39.119349,117.160624,39.123884,117.175682
2889785,11245,wwgqd13y,wwgq9drf,39.119349,117.160624,39.12416,117.14695
2889785,45735,wwgqd13y,wwgqd3sb,39.119349,117.160624,39.1196,117.1759
2889785,159941,wwgqd13y,wwgqd9dt,39.119349,117.160624,39.120479,117.183614
2889785,96357,wwgqd13y,wwgqd431,39.119349,117.160624,39.12398,117.159848
2889785,2083,wwgqd13y,wwgq9fub,39.119349,117.160624,39.126456,117.153843
2889785,20469,wwgqd13y,wwgqdkvs,39.119349,117.160624,39.138112,117.176899
2889785,325437,wwgqd13y,wwgqd3ud,39.119349,117.160624,39.121302,117.175581
2889785,268683,wwgqd13y,wwgqd1qj,39.119349,117.160624,39.119148,117.16675
2889785,150891,wwgqd13y,wwgqde67,39.119349,117.160624,39.129699,117.183584
2889785,112580,wwgqd13y,wwgq6pwu,39.119349,117.160624,39.109424,117.167551
2889785,389424,wwgqd13y,wwgqd18d,39.119349,117.160624,39.120019,117.158989
2889785,254763,wwgqd13y,wwgqd15q,39.119349,117.160624,39.117943,117.162684
2889785,266830,wwgqd13y,wwgqd49u,39.119349,117.160624,39.125784,117.160681
2889785,219404,wwgqd13y,wwgqdd7s,39.119349,117.160624,39.124414,117.185107
2889785,125110,wwgqd13y,wwgq6pcp,39.119349,117.160624,39.111183,117.159682
2889785,330914,wwgqd13y,wwgq9ce7,39.119349,117.160624,39.120243,117.151905
2889785,64710,wwgqd13y,wwgqd382,39.119349,117.160624,39.119671,117.169854
2889785,7699,wwgqd13y,wwgqdesj,39.119349,117.160624,39.131554,117.185973
2889785,343377,wwgqd13y,wwgqd4j4,39.119349,117.160624,39.122746,117.165155
2889785,22101,wwgqd13y,wwgqd64g,39.119349,117.160624,39.122916,117.172991
2889785,217058,wwgqd13y,wwgq9fjq,39.119349,117.160624,39.123378,117.154591
2889785,277397,wwgqd13y,wwgqd6y8,39.119349,117.160624,39.126481,117.178457
2889785,234831,wwgqd13y,wwgqd7zb,39.119349,117.160624,39.132005,117.179869
2889785,356241,wwgqd13y,wwgqdsfu,39.119349,117.160624,39.138223,117.184057
2889785,114537,wwgqd13y,wwgq9shb,39.119349,117.160624,39.133376,117.143054
2889785,362971,wwgqd13y,wwgqd4t7,39.119349,117.160624,39.12563,117.165524
2889785,58672,wwgqd13y,wwgqdk7h,39.119349,117.160624,39.135431,117.173348
2889785,301038,wwgqd13y,wwgq9ctd,39.119349,117.160624,39.120041,117.154967
2889785,93422,wwgqd13y,wwgqd0y5,39.119349,117.160624,39.116002,117.16653
2889785,422929,wwgqd13y,wwgqd2bu,39.119349,117.160624,39.116277,117.170306
2889785,277319,wwgqd13y,wwgqdk0s,39.119349,117.160624,39.134062,117.170074
2889785,82133,wwgqd13y,wwgqds71,39.119349,117.160624,39.134866,117.184326
2889785,211087,wwgqd13y,wwgq9f52,39.119349,117.160624,39.122466,117.151851
2889785,340623,wwgqd13y,wwgqdmg3,39.119349,117.160624,39.143212,117.173787
2889785,260555,wwgqd13y,wwgqd3rn,39.119349,117.160624,39.119239,117.17912
2889785,174732,wwgqd13y,wwgqd3y2,39.119349,117.160624,39.120949,117.177902
2889785,106189,wwgqd13y,wwgq6xbd,39.119349,117.160624,39.110358,117.180901
2889785,268875,wwgqd13y,wwgqdkdu,39.119349,117.160624,39.136738,117.173147
2889785,268561,wwgqd13y,wwgqd139,39.119349,117.160624,39.118396,117.160565
2889785,426828,wwgqd13y,wwgqd4rn,39.119349,117.160624,39.124804,117.167996
2889785,71822,wwgqd13y,wwgq9vp7,39.119349,117.160624,39.139362,117.157203
2889785,106220,wwgqd13y,wwgqd30h,39.119349,117.160624,39.117563,117.16953
2889785,233945,wwgqd13y,wwgq9gx2,39.119349,117.160624,39.130721,117.157357
2889785,404742,wwgqd13y,wwgqd59x,39.119349,117.160624,39.13178,117.16043
2889785,45877,wwgqd13y,wwgqd3d9,39.119349,117.160624,39.119756,117.172744
2889785,39137,wwgqd13y,wwgq3xrp,39.119349,117.160624,39.108482,117.145978
2889785,314721,wwgqd13y,wwgq9f4g,39.119349,117.160624,39.122915,117.151316
2889785,96275,wwgqd13y,wwgq6p8h,39.119349,117.160624,39.109372,117.158455
2889785,47118,wwgqd13y,wwgq9dt0,39.119349,117.160624,39.125201,117.143133
2889785,177626,wwgqd13y,wwgqd77k,39.119349,117.160624,39.129997,117.173797
2889785,403855,wwgqd13y,wwgqd2f9,39.119349,117.160624,39.115645,117.172789
2889785,320387,wwgqd13y,wwgqd4f2,39.119349,117.160624,39.126506,117.161583
2889785,278339,wwgqd13y,wwgqddgx,39.119349,117.160624,39.127728,117.18517
2889785,389252,wwgqd13y,wwgqd3qp,39.119349,117.160624,39.119468,117.177699
2889785,252483,wwgqd13y,wwgq99t0,39.119349,117.160624,39.119666,117.14339
2889785,288696,wwgqd13y,wwgqdhx1,39.119349,117.160624,39.136332,117.168136
2889785,322208,wwgqd13y,wwgq9f7y,39.119349,117.160624,39.124765,117.152451
2889785,226874,wwgqd13y,wwgqd0zq,39.119349,117.160624,39.11648,117.168335
2889785,35317,wwgqd13y,wwgqd28s,39.119349,117.160624,39.114915,117.169993
2889785,626,wwgqd13y,wwgqdkr1,39.119349,117.160624,39.134863,117.178856
2889785,343167,wwgqd13y,wwgqd98q,39.119349,117.160624,39.120694,117.180612
2889785,235660,wwgqd13y,wwgqd2gn,39.119349,117.160624,39.116638,117.173647
2889785,380531,wwgqd13y,wwgq9fmd,39.119349,117.160624,39.124201,117.155107
2889785,333612,wwgqd13y,wwgqd8b9,39.119349,117.160624,39.115646,117.180866
2889785,280111,wwgqd13y,wwgqd7tt,39.119349,117.160624,39.131491,117.177017
2889785,373149,wwgqd13y,wwgqd75k,39.119349,117.160624,39.128664,117.173974
2889785,119645,wwgqd13y,wwgq9b3u,39.119349,117.160624,39.113463,117.14986
2889785,99059,wwgqd13y,wwgq3yrr,39.119349,117.160624,39.102992,117.157343
2889785,154264,wwgqd13y,wwgqdkkn,39.119349,117.160624,39.135869,117.174818
2889785,79041,wwgqd13y,wwgqdjmk,39.119349,117.160624,39.141018,117.165551
2889785,397410,wwgqd13y,wwgq9fzr,39.119349,117.160624,39.127722,117.157387
2889785,253983,wwgqd13y,wwgqd4bg,39.119349,117.160624,39.12701,117.159552
2889785,59985,wwgqd13y,wwgq3ynu,39.119349,117.160624,39.101099,117.1568
2889785,49293,wwgqd13y,wwgqd61r,39.119349,117.160624,39.123647,117.171119
2889785,377715,wwgqd13y,wwgqd28j,39.119349,117.160624,39.115006,117.169204
2889785,420942,wwgqd13y,wwgq9uts,39.119349,117.160624,39.136786,117.154845
2889785,190205,wwgqd13y,wwgqd4yv,39.119349,117.160624,39.127344,117.167496
2889785,98715,wwgqd13y,wwgq9b0z,39.119349,117.160624,39.112658,117.148558
2889785,273168,wwgqd13y,wwgqdeyw,39.119349,117.160624,39.133106,117.189333
2889785,252058,wwgqd13y,wwgq3ztw,39.119349,117.160624,39.109633,117.155009
2889785,2463,wwgqd13y,wwgqd6jt,39.119349,117.160624,39.123245,117.176794
2889785,301197,wwgqd13y,wwgqdd5j,39.119349,117.160624,39.123297,117.184541
2889785,35748,wwgqd13y,wwgqd869,39.119349,117.160624,39.112967,117.183952
2889785,135292,wwgqd13y,wwgqd7pr,39.119349,117.160624,39.129114,117.179148
2889785,308214,wwgqd13y,wwgqd319,39.119349,117.160624,39.117065,117.171364
2889785,2120,wwgqd13y,wwgqd76e,39.119349,117.160624,39.129852,117.172865
2889785,62922,wwgqd13y,wwgqd53q,39.119349,117.160624,39.130361,117.160222
2889785,276402,wwgqd13y,wwgq9f1u,39.119349,117.160624,39.123128,117.149906
2889785,136760,wwgqd13y,wwgqdd2b,39.119349,117.160624,39.123744,117.181374
2889785,337962,wwgqd13y,wwgqd38z,39.119349,117.160624,39.120781,117.170287
2889785,177423,wwgqd13y,wwgq9fwy,39.119349,117.160624,39.126121,117.156533
2889785,224239,wwgqd13y,wwgqd85k,39.119349,117.160624,39.112035,117.184967
2889785,190352,wwgqd13y,wwgqd55n,39.119349,117.160624,39.128874,117.162418
2889785,26159,wwgqd13y,wwgq6rpf,39.119349,117.160624,39.106198,117.179991
2889785,187293,wwgqd13y,wwgq3tfh,39.119349,117.160624,39.099674,117.139295
2889785,84676,wwgqd13y,wwgqd3f6,39.119349,117.160624,39.121331,117.172579
2889785,182158,wwgqd13y,wwgq3tus,39.119349,117.160624,39.099766,117.142717
2889785,150175,wwgqd13y,wwgqd3x1,39.119349,117.160624,39.119878,117.179031
2889785,209496,wwgqd13y,wwgqdb9g,39.119349,117.160624,39.114616,117.193638
2889785,248583,wwgqd13y,wwgqd469,39.119349,117.160624,39.123939,117.161641
2889785,329926,wwgqd13y,wwgqd17y,39.119349,117.160624,39.119304,117.163489
2889785,373350,wwgqd13y,wwgqd4q8,39.119349,117.160624,39.123704,117.16739
2889785,83579,wwgqd13y,wwgqdj71,39.119349,117.160624,39.140401,117.162409
2889785,90153,wwgqd13y,wwgq9b53,39.119349,117.160624,39.111621,117.151903
2889785,431800,wwgqd13y,wwgq3xv9,39.119349,117.160624,39.110206,117.144019
2889785,183849,wwgqd13y,wwgqd3gg,39.119349,117.160624,39.121559,117.174359
2889785,72357,wwgqd13y,wwgqdekr,39.119349,117.160624,39.130419,117.186245
2889785,410953,wwgqd13y,wwgq6rpz,39.119349,117.160624,39.107157,117.180158
2889785,131785,wwgqd13y,wwgqdk82,39.119349,117.160624,39.136073,117.169624
2889785,307397,wwgqd13y,wwgq6pkc,39.119349,117.160624,39.107475,117.164773
2889785,95766,wwgqd13y,wwgqd9g0,39.119349,117.160624,39.121092,117.184569
2889785,56571,wwgqd13y,wwgq3z9b,39.119349,117.160624,39.1087,117.149838
2889785,257534,wwgqd13y,wwgq9djr,39.119349,117.160624,39.123598,117.143556
2889785,89808,wwgqd13y,wwgq93zt,39.119349,117.160624,39.121918,117.135755
2889785,105252,wwgqd13y,wwgq9uvu,39.119349,117.160624,39.138219,117.155253
2889785,148169,wwgqd13y,wwgqd3nr,39.119349,117.160624,39.118109,117.178088
2889785,69932,wwgqd13y,wwgqd3cr,39.119349,117.160624,39.122233,117.171234
2889785,309255,wwgqd13y,wwgqdhtd,39.119349,117.160624,39.136509,117.166
2889785,51144,wwgqd13y,wwgqd6t6,39.119349,117.160624,39.12543,117.176497
2889785,236041,wwgqd13y,wwgqd6u4,39.119349,117.160624,39.126829,117.174963
2889785,148898,wwgqd13y,wwgq3xf9,39.119349,117.160624,39.110188,117.139741
2889785,432760,wwgqd13y,wwgq9c8m,39.119349,117.160624,39.120567,117.147637
2889785,38470,wwgqd13y,wwgqddud,39.119349,117.160624,39.126944,117.186567
2889785,229806,wwgqd13y,wwgq9gjd,39.119349,117.160624,39.128151,117.155043
2889785,66083,wwgqd13y,wwgqde7c,39.119349,117.160624,39.129355,117.185391
2889785,301703,wwgqd13y,wwgq9byx,39.119349,117.160624,39.116664,117.156473
2889785,133407,wwgqd13y,wwgqd8s4,39.119349,117.160624,39.11445,117.185767
2889785,184657,wwgqd13y,wwgqddet,39.119349,117.160624,39.126047,117.185087
2889785,67413,wwgqd13y,wwgq9ynw,39.119349,117.160624,39.14544,117.156476
2889785,134940,wwgqd13y,wwgq6myu,39.119349,117.160624,39.099801,117.178608
2889785,190777,wwgqd13y,wwgqd9r2,39.119349,117.160624,39.118295,117.19039
2889785,284872,wwgqd13y,wwgqdc0v,39.119349,117.160624,39.117764,117.192455
2889785,261364,wwgqd13y,wwgqdhvz,39.119349,117.160624,39.13866,117.166195
2889785,389302,wwgqd13y,wwgq3yjh,39.119349,117.160624,39.101148,117.154245
2889785,337330,wwgqd13y,wwgqd44g,39.119349,117.160624,39.122866,117.162167
2889785,86032,wwgqd13y,wwgqd6sh,39.119349,117.160624,39.125847,117.175011
2889785,205424,wwgqd13y,wwgq9urq,39.119349,117.160624,39.135843,117.157434
2889785,395054,wwgqd13y,wwgqdnpy,39.119349,117.160624,39.145447,117.169118
2889785,150611,wwgqd13y,wwgqd6v9,39.119349,117.160624,39.126681,117.176757
2889785,203661,wwgqd13y,wwgqd4bt,39.119349,117.160624,39.127421,117.158965
2889785,333744,wwgqd13y,wwgqd1x9,39.119349,117.160624,39.119873,117.168511
2889785,254294,wwgqd13y,wwgqd6r1,39.119349,117.160624,39.12395,117.179021
2889785,75954,wwgqd13y,wwgqd2ru,39.119349,117.160624,39.113446,117.18003
2889785,356287,wwgqd13y,wwgqd623,39.119349,117.160624,39.124017,117.169723
2889785,319053,wwgqd13y,wwgq3tnz,39.119349,117.160624,39.096092,117.145771
2889785,81032,wwgqd13y,wwgqdcdg,39.119349,117.160624,39.120206,117.195036
2889785,137072,wwgqd13y,wwgqdddq,39.119349,117.160624,39.126164,117.183268
2889785,348409,wwgqd13y,wwgqd4df,39.119349,117.160624,39.125467,117.162263
2889785,214604,wwgqd13y,wwgqd57s,39.119349,117.160624,39.129982,117.163114
2889785,384083,wwgqd13y,wwgq6hcw,39.119349,117.160624,39.094584,117.160377
2889785,43041,wwgqd13y,wwgq3w2f,39.119349,117.160624,39.102089,117.137479
2889785,358914,wwgqd13y,wwgqdhcw,39.119349,117.160624,39.138542,117.160481
2889785,467896,wwgqd13y,wwgq6we8,39.119349,117.160624,39.103092,117.185091
2889785,369560,wwgqd13y,wwgq9vdf,39.119349,117.160624,39.141953,117.151265
2889785,205655,wwgqd13y,wwgqder0,39.119349,117.160624,39.129263,117.19004
2889785,398259,wwgqd13y,wwgq9ev1,39.119349,117.160624,39.132164,117.143408
2889785,164813,wwgqd13y,wwgqdm2y,39.119349,117.160624,39.141234,117.170349
2889785,395512,wwgqd13y,wwgqdk65,39.119349,117.160624,39.135194,117.17221
2889785,149683,wwgqd13y,wwgq3wzu,39.119349,117.160624,39.105275,117.147207
2889785,323850,wwgqd13y,wwgqdkcj,39.119349,117.160624,39.13844,117.170863
2889785,140482,wwgqd13y,wwgqd1gz,39.119349,117.160624,39.122302,117.163655
2889785,424344,wwgqd13y,wwgqd5uw,39.119349,117.160624,39.133085,117.164725
2889785,214196,wwgqd13y,wwgqdhs3,39.119349,117.160624,39.136383,117.164325
2889785,209625,wwgqd13y,wwgq3zgh,39.119349,117.160624,39.110687,117.151337
2889785,347712,wwgqd13y,wwgqdeqv,39.119349,117.160624,39.130111,117.189628
2889785,275339,wwgqd13y,wwgqd0g0,39.119349,117.160624,39.115497,117.162585
2889785,61240,wwgqd13y,wwgq3wxc,39.119349,117.160624,39.103286,117.147011
2889785,325650,wwgqd13y,wwgq9de4,39.119349,117.160624,39.125562,117.140375
2889785,36650,wwgqd13y,wwgqdj9n,39.119349,117.160624,39.142678,117.159667
2889785,4945,wwgqd13y,wwgqdm1r,39.119349,117.160624,39.140081,117.171057
2889785,342521,wwgqd13y,wwgq9bqt,39.119349,117.160624,39.113566,117.156443
2889785,279428,wwgqd13y,wwgq9c3y,39.119349,117.160624,39.119319,117.149843
2889785,209829,wwgqd13y,wwgqd1ue,39.119349,117.160624,39.121601,117.164628
2889785,244192,wwgqd13y,wwgqdhu7,39.119349,117.160624,39.138032,117.164327
2889785,87326,wwgqd13y,wwgqdjjy,39.119349,117.160624,39.139829,117.166273
2889785,346480,wwgqd13y,wwgq3vez,39.119349,117.160624,39.098844,117.152517
2889785,410883,wwgqd13y,wwgq9sxr,39.119349,117.160624,39.137415,117.146423
2889785,290196,wwgqd13y,wwgqd7vu,39.119349,117.160624,39.132723,117.177237
2889785,319154,wwgqd13y,wwgq6jtu,39.119349,117.160624,39.098287,117.166158
2889785,34085,wwgqd13y,wwgqd7g0,39.119349,117.160624,39.131941,117.173517
2889785,260128,wwgqd13y,wwgq99eq,39.119349,117.160624,39.120697,117.140835
2889785,69197,wwgqd13y,wwgq3uyz,39.119349,117.160624,39.094729,117.1566
2889785,24777,wwgqd13y,wwgqd7ue,39.119349,117.160624,39.132519,117.175618
2889785,199045,wwgqd13y,wwgqddbu,39.119349,117.160624,39.127266,117.18133
2889785,110344,wwgqd13y,wwgqd9u8,39.119349,117.160624,39.121075,117.186682
2889785,219010,wwgqd13y,wwgqd6qx,39.119349,117.160624,39.124963,117.178125
2889785,250219,wwgqd13y,wwgq9d0t,39.119349,117.160624,39.123279,117.137122
2889785,80176,wwgqd13y,wwgqdmnr,39.119349,117.160624,39.140135,117.177899
2889785,198196,wwgqd13y,wwgq3tkp,39.119349,117.160624,39.097519,117.142048
2889785,202492,wwgqd13y,wwgqd8u4,39.119349,117.160624,39.115823,117.185872
2889785,242157,wwgqd13y,wwgq6xf4,39.119349,117.160624,39.110359,117.183201
2889785,61524,wwgqd13y,wwgq6mun,39.119349,117.160624,39.100031,117.174914
2889785,294027,wwgqd13y,wwgq9vy7,39.119349,117.160624,39.14359,117.155802
2889785,539404,wwgqd13y,wwgq9s7p,39.119349,117.160624,39.135976,117.140365
2889785,254054,wwgqd13y,wwgqd111,39.119349,117.160624,39.117091,117.159823
2889785,90189,wwgqd13y,wwgqd9p2,39.119349,117.160624,39.116968,117.190309
2889785,353367,wwgqd13y,wwgqded8,39.119349,117.160624,39.130686,117.183696
2889785,160790,wwgqd13y,wwgqd2tu,39.119349,117.160624,39.114867,117.17712
2889785,311751,wwgqd13y,wwgq9v5d,39.119349,117.160624,39.139261,117.152056
2889785,299395,wwgqd13y,wwgq3tsh,39.119349,117.160624,39.098411,117.142066
2889785,102020,wwgqd13y,wwgqd6n2,39.119349,117.160624,39.122478,117.177859
2889785,40126,wwgqd13y,wwgq3wt9,39.119349,117.160624,39.103325,117.143796
2889785,227415,wwgqd13y,wwgqd205,39.119349,117.160624,39.111854,117.169195
2889785,237918,wwgqd13y,wwgqd4ze,39.119349,117.160624,39.127017,117.168802
2889785,157525,wwgqd13y,wwgqd93w,39.119349,117.160624,39.119351,117.18247
2889785,403152,wwgqd13y,wwgq9dgh,39.119349,117.160624,39.127135,117.140414
2889785,299269,wwgqd13y,wwgqddhy,39.119349,117.160624,39.123455,117.186846
2889785,251479,wwgqd13y,wwgqdj3d,39.119349,117.160624,39.140589,117.160395
2889785,319628,wwgqd13y,wwgq3zj0,39.119349,117.160624,39.10588,117.154357
2889785,374122,wwgqd13y,wwgqdedt,39.119349,117.160624,39.131502,117.183734
2889785,14149,wwgqd13y,wwgq3wg1,39.119349,117.160624,39.104732,117.14048
2889785,72239,wwgqd13y,wwgq9bwr,39.119349,117.160624,39.115409,117.155835
2889785,71810,wwgqd13y,wwgq3tmz,39.119349,117.160624,39.097539,117.144443
2889785,280377,wwgqd13y,wwgq3w71,39.119349,117.160624,39.101909,117.140362
2889785,204145,wwgqd13y,wwgqdk8w,39.119349,117.160624,39.137186,117.169948
2889785,103779,wwgqd13y,wwgqd881,39.119349,117.160624,39.11425,117.180504
2889785,228653,wwgqd13y,wwgqd72d,39.119349,117.160624,39.129603,117.169978
2889785,99892,wwgqd13y,wwgqdh5f,39.119349,117.160624,39.13372,117.163576
2889785,27614,wwgqd13y,wwgqd80x,39.119349,117.160624,39.112599,117.180924
2889785,72927,wwgqd13y,wwgq3y0g,39.119349,117.160624,39.10091,117.148538
2889785,342739,wwgqd13y,wwgq9u8s,39.119349,117.160624,39.136837,117.148142
2889785,330207,wwgqd13y,wwgq9fem,39.119349,117.160624,39.126003,117.15176
2889785,208283,wwgqd13y,wwgq6mmw,39.119349,117.160624,39.097274,117.176885
2889785,91297,wwgqd13y,wwgqd60h,39.119349,117.160624,39.123004,117.169419
2889785,424084,wwgqd13y,wwgq6xv3,39.119349,117.160624,39.110159,117.187649
2889785,456384,wwgqd13y,wwgq6w3j,39.119349,117.160624,39.102708,117.181803
2889785,193121,wwgqd13y,wwgqdb3d,39.119349,117.160624,39.113109,117.193306
2889785,205567,wwgqd13y,wwgqd7mj,39.119349,117.160624,39.130078,117.176385
2889785,130414,wwgqd13y,wwgq9svw,39.119349,117.160624,39.13858,117.143817
2889785,326396,wwgqd13y,wwgqdmw7,39.119349,117.160624,39.142098,117.177781
2889785,214502,wwgqd13y,wwgqd4sd,39.119349,117.160624,39.125449,117.164586
2889785,103542,wwgqd13y,wwgqdm8y,39.119349,117.160624,39.142654,117.17048
2889785,154700,wwgqd13y,wwgq3yv2,39.119349,117.160624,39.104493,117.154759
2889785,138260,wwgqd13y,wwgq6p21,39.119349,117.160624,39.107443,117.158223
2889785,78288,wwgqd13y,wwgqd14n,39.119349,117.160624,39.117926,117.161067
2889785,16783,wwgqd13y,wwgq9d2p,39.119349,117.160624,39.124929,117.136384
2889785,119634,wwgqd13y,wwgq6kvs,39.119349,117.160624,39.094217,117.176869
2889785,276637,wwgqd13y,wwgq6xyj,39.119349,117.160624,39.110963,117.188569
2889785,423988,wwgqd13y,wwgqd0vw,39.119349,117.160624,39.116551,117.166001
2889785,134424,wwgqd13y,wwgq9d8s,39.119349,117.160624,39.125909,117.136999
2889785,282725,wwgqd13y,wwgqdn1x,39.119349,117.160624,39.145628,117.160314
2889785,208052,wwgqd13y,wwgq6mez,39.119349,117.160624,39.098856,117.174379
2889785,291294,wwgqd13y,wwgq3wps,39.119349,117.160624,39.101184,117.146724
2889785,192504,wwgqd13y,wwgqd6zg,39.119349,117.160624,39.127067,117.179836
2889785,222072,wwgqd13y,wwgq9u0z,39.119349,117.160624,39.134571,117.14858
